"pop_data.age";"household_id";"hub_id";"community_id";"community2_id"
17;434;249;5;5
47;581;0;42;42
67;5638;0;44;5
32;61;1041;29;10
16;15126;254;19;26
43;2099;0;32;13
42;8078;466;48;48
55;8146;1413;40;40
23;5929;294;9;9
74;15579;0;4;4
49;7757;758;40;35
60;4308;1028;9;29
43;15591;1495;19;19
71;863;0;39;39
24;14146;264;7;7
52;4164;397;47;47
5;5156;214;31;47
41;2617;834;34;46
18;4140;1477;5;33
10;9570;225;47;48
44;1807;0;16;38
6;13205;241;3;27
3;4925;197;10;3
31;11790;0;3;10
57;14490;0;15;6
35;13263;0;30;17
1;1197;97;2;46
39;3772;861;4;4
34;15375;1466;23;22
28;14359;417;16;21
29;2409;0;3;10
46;15637;1175;31;31
47;2526;0;35;49
52;14720;515;24;21
36;10932;1529;11;11
22;8675;297;43;27
9;14483;224;26;26
66;15465;0;11;26
51;8872;1134;5;30
64;6133;0;29;9
35;3903;996;46;23
21;1431;388;27;27
35;9559;1264;14;14
35;15683;518;4;45
17;3142;253;4;4
8;1331;245;38;20
50;10260;854;24;24
73;6541;0;26;26
26;12208;717;35;35
47;13716;1161;35;35
15;12195;252;11;1
24;12837;279;4;47
15;6570;248;36;31
28;15554;1035;49;32
46;8673;996;2;2
7;11880;240;42;39
61;5344;0;18;7
77;7812;0;26;19
13;4472;248;21;24
27;3203;1682;43;43
15;14269;248;29;26
43;10425;0;28;5
20;6190;281;41;25
71;406;0;38;38
65;11233;0;38;7
56;5231;0;11;11
23;1315;284;9;26
31;4021;0;16;8
52;14919;717;32;32
48;5299;633;11;1
27;8146;1500;35;40
24;1200;303;17;23
51;6936;1549;49;49
4;1778;196;32;10
4;15380;194;35;49
21;11980;277;9;9
42;15637;555;31;31
12;10539;252;17;17
53;9605;1488;49;49
63;13963;0;21;21
12;1981;248;3;10
26;9596;0;18;45
60;2401;0;50;18
26;9172;1466;46;23
47;4140;1480;33;33
7;10975;233;26;26
11;5598;239;40;49
61;280;0;6;30
14;9932;246;46;44
48;6522;0;26;9
17;5019;251;42;39
0;1973;0;3;27
30;14156;717;43;43
60;1261;0;48;48
38;9845;389;39;42
18;6057;295;13;32
53;2138;542;20;20
13;5953;254;48;25
61;458;983;49;49
18;7205;1543;46;23
57;9394;0;17;17
43;7407;1357;40;40
33;6525;515;7;7
9;5601;223;40;40
5;9822;193;19;11
36;15432;1434;9;29
6;11612;231;38;38
1;2333;174;47;49
36;2937;442;18;18
27;14911;620;10;10
19;1141;0;20;16
29;4125;996;34;46
31;3087;0;46;44
33;11371;1516;19;43
46;3923;873;14;14
62;11942;1500;2;2
22;10001;287;17;6
47;3897;796;14;14
58;2588;0;9;9
53;3899;0;45;14
4;1253;200;35;35
17;6691;246;10;10
37;11211;0;17;17
50;13170;1065;44;28
50;732;1480;33;33
47;12456;1148;38;38
49;3289;688;26;26
48;1275;619;16;8
51;38;597;35;49
38;3895;1482;14;45
46;14242;1098;49;40
27;9605;1331;49;40
52;3438;1223;38;21
24;14324;0;37;19
66;10327;0;6;15
23;7219;287;35;32
46;12656;524;2;46
5;4774;214;47;31
6;1368;220;29;29
41;13097;880;42;42
30;13682;1113;6;6
27;12922;1366;46;44
71;7520;0;16;38
58;7431;0;46;46
48;2058;1440;3;43
40;6826;1089;40;49
16;3428;251;42;42
4;7629;207;21;38
41;15819;956;26;29
5;2521;205;50;18
45;6348;493;29;29
48;11040;0;49;49
10;5558;241;3;27
5;15112;207;12;12
49;4491;1113;15;6
52;3696;1488;19;11
48;69;1134;6;42
38;15309;0;45;45
48;9402;1622;24;24
41;9312;1041;16;20
11;13032;233;19;26
51;7591;1581;16;16
2;13959;93;24;21
38;12691;1516;13;13
12;15467;253;39;42
3;13595;206;48;48
19;9324;0;38;7
9;9751;236;50;14
14;14756;250;36;36
39;3253;1529;11;26
6;4632;236;24;38
7;1896;239;21;21
48;8608;1488;43;10
21;6942;308;3;3
10;15684;231;39;39
56;3603;0;28;5
22;9352;0;21;24
14;4339;249;18;45
15;6598;247;36;36
2;9621;0;45;4
16;5530;246;2;46
3;10774;202;8;16
24;15236;307;24;21
46;3314;1300;3;3
18;3551;1516;29;26
0;7766;10;24;21
9;13579;229;40;40
11;1859;224;43;43
1;6778;37;11;19
43;9421;0;14;29
31;12346;1413;49;40
55;11693;0;6;6
44;7979;1614;13;10
11;1740;229;14;4
54;5237;1402;39;42
62;4573;0;26;19
58;15843;857;48;48
37;7065;0;30;17
0;14674;0;35;47
1;4550;107;49;49
43;5330;582;41;28
50;594;1161;4;32
25;14009;769;30;5
38;3238;1089;13;3
35;11805;1213;25;25
11;1217;223;41;48
22;9561;277;43;26
30;263;1182;42;6
15;10988;252;39;6
52;11984;1488;49;40
56;5225;0;44;46
0;10248;185;7;7
74;2766;0;49;35
70;2964;0;14;4
37;3521;1279;24;21
16;1352;246;44;23
16;9744;246;32;10
35;7036;475;42;15
1;11155;0;48;12
35;6532;1376;13;35
43;2858;0;13;35
50;11033;1500;31;31
4;435;192;45;4
1;1389;0;40;49
11;933;220;29;14
28;5700;585;17;6
10;3638;229;44;2
25;12102;1415;36;31
9;14513;229;45;4
22;6410;285;22;22
3;686;208;42;39
25;9288;524;25;25
51;10344;1091;2;2
21;6624;296;49;32
6;13909;224;43;43
44;15499;0;44;44
47;2754;720;30;30
12;12943;246;49;40
12;14363;248;24;21
2;232;0;17;6
53;6130;0;2;46
66;10153;0;11;37
42;5363;1263;47;47
9;2288;233;11;26
37;37;388;3;32
7;6812;229;2;23
64;814;0;20;20
34;1091;1316;13;3
61;15210;481;6;17
53;12937;1566;29;45
70;991;0;50;50
53;13872;1516;24;24
2;1249;0;40;35
0;13934;0;14;45
41;5361;0;31;36
28;15173;1021;38;20
37;6382;1415;31;31
33;7538;1330;19;26
11;12258;241;38;16
50;1701;695;32;3
36;1358;1369;20;38
61;4866;0;35;35
54;14526;1671;25;25
29;15553;570;10;10
44;13770;400;42;6
2;12219;9;20;21
0;8867;102;3;3
28;8173;313;6;6
5;14891;200;40;49
16;3909;246;35;47
2;14329;0;35;35
19;11764;264;12;48
0;11838;49;37;11
55;8732;0;31;31
2;11012;81;38;38
12;13945;251;28;28
24;9694;1020;21;24
18;5547;279;35;47
21;10833;0;39;39
50;2902;855;38;38
31;14844;439;35;49
29;8256;0;36;22
30;4113;584;42;42
47;4480;944;38;38
75;13196;0;13;13
16;8651;252;17;30
52;11460;1568;40;40
55;10260;1622;24;21
28;10323;1357;32;49
45;11607;1028;29;29
43;1621;1482;8;8
49;12693;863;14;45
38;6004;642;17;17
31;12777;444;29;29
49;2092;0;45;45
64;7186;451;42;42
22;14065;1410;3;3
21;9075;0;6;6
39;7711;0;25;41
73;2860;0;20;8
31;121;0;43;43
29;2610;0;6;6
58;8041;0;18;24
51;6190;411;48;41
47;2672;0;48;21
47;1984;784;42;39
65;7268;0;21;25
17;2721;248;35;13
49;12404;769;42;5
70;13052;0;43;27
8;10060;225;45;4
46;1025;482;44;23
16;10595;247;17;17
43;12948;996;17;30
54;12278;1616;18;7
25;2071;1279;38;21
57;5098;1041;29;29
7;10646;238;7;24
60;7833;313;6;30
13;12359;247;40;49
40;12738;983;17;17
35;12709;1042;28;41
4;9808;215;2;34
14;13555;248;14;29
41;12195;0;11;11
76;9738;0;4;45
42;7478;1435;31;47
48;660;1659;11;26
33;3862;1284;42;6
7;11820;228;37;19
60;8159;541;39;39
44;12024;1509;44;46
28;10257;1687;40;35
74;9284;0;27;3
63;11910;1488;9;19
26;2214;0;47;47
64;15055;0;5;42
16;1619;248;39;30
5;364;213;2;2
40;12176;0;46;34
43;4516;819;4;4
13;15481;246;35;49
16;13172;249;7;16
26;4671;656;44;44
77;12480;0;26;26
22;720;0;19;26
22;11685;1252;21;21
5;7562;198;37;37
6;4377;232;5;28
8;519;227;35;35
44;3994;515;21;21
53;6601;1116;49;32
16;15680;250;18;45
13;12063;249;24;24
64;2249;798;11;19
18;4268;1004;9;10
49;3819;1252;21;24
4;14000;195;43;43
39;6974;999;32;32
33;7100;938;26;26
45;2930;1274;42;30
56;5369;0;40;40
40;5997;834;23;23
47;6164;975;21;21
17;1172;247;49;36
51;14454;1517;49;49
0;3311;66;44;46
42;6409;970;38;7
80;1286;0;45;45
31;13660;479;44;2
5;11594;195;40;49
43;12081;1411;6;15
42;13560;0;6;6
53;2497;1252;16;7
5;13165;215;13;32
10;4911;241;43;11
27;296;0;2;2
46;120;1558;44;2
10;4670;217;26;26
18;13524;727;21;38
19;8909;307;14;29
50;876;460;37;19
51;13972;1134;39;42
3;9387;205;45;18
52;12579;1402;5;39
3;15123;0;32;10
54;12744;494;4;4
20;13234;389;42;39
58;13382;0;48;48
39;1122;1270;33;33
48;9173;595;35;40
42;457;1279;21;21
1;3225;141;23;22
8;13007;236;38;20
0;10754;104;24;24
3;3300;216;6;6
75;11445;0;39;39
34;3925;0;29;29
14;3833;248;43;43
35;9219;1075;41;41
30;12002;443;24;21
52;2566;1245;4;4
6;5131;217;38;21
61;6161;0;22;22
5;5960;199;39;39
49;10056;784;42;42
36;11091;1357;47;47
64;3863;0;30;6
21;4104;284;12;12
49;8629;1355;21;24
7;12106;220;12;33
45;9931;1376;13;13
2;12743;0;18;45
7;2880;223;38;38
47;5493;1516;9;14
12;5594;251;45;45
42;450;462;7;24
22;14941;308;40;13
27;296;996;46;23
22;10643;286;19;19
55;4119;1366;46;30
46;15339;693;44;44
17;3898;250;9;19
39;11710;0;42;39
40;12942;0;47;31
42;2448;1113;42;42
9;11710;232;6;42
39;12015;866;5;42
13;144;251;7;7
47;12038;736;40;40
18;2700;300;16;21
42;6884;1669;30;22
85;15367;0;2;44
36;3442;0;14;14
45;4872;1357;40;40
10;13555;218;14;29
16;3677;250;36;31
1;7689;0;31;31
31;13111;965;31;41
38;4972;0;49;32
50;10129;1041;24;24
30;6197;0;47;4
56;2893;0;11;1
24;14024;298;4;47
11;6252;239;47;47
35;12796;1527;40;35
0;6175;0;22;44
6;9569;245;43;43
46;6247;1113;6;17
62;4857;0;36;35
23;10915;1075;24;38
14;661;254;5;42
39;8491;996;18;7
46;11592;520;40;49
17;10750;254;10;14
51;12167;695;35;35
27;10283;1223;24;24
56;5915;1504;26;26
26;3144;983;35;49
16;1494;246;40;49
20;7297;0;46;2
5;12101;196;20;38
87;8410;0;40;40
16;12010;254;3;32
15;1117;247;35;49
72;1497;0;32;32
21;80;0;46;30
27;8960;996;46;44
46;4646;313;41;28
23;11332;1615;37;11
16;9840;254;32;32
30;9897;1067;17;17
22;8175;1081;28;28
49;11837;0;30;42
42;10648;1622;21;21
62;7247;0;47;4
15;2493;253;22;31
32;11566;0;23;23
75;11339;0;1;1
38;2755;1182;6;17
59;11661;1225;22;36
19;5723;0;43;43
35;13087;1511;10;3
0;10798;107;49;49
11;3567;223;25;25
18;168;286;37;11
8;8944;233;3;27
35;6085;0;13;13
38;2185;1400;35;49
40;4662;1505;21;24
21;10284;0;3;10
38;11083;500;7;7
5;13407;202;46;46
43;5104;1292;18;45
5;2586;207;25;48
4;3601;195;43;43
56;6495;0;14;45
70;2856;0;37;37
47;5890;853;4;4
11;9983;232;33;5
57;10055;0;4;45
28;3135;717;27;43
18;14531;301;18;18
13;9646;251;31;31
63;8464;0;26;9
49;3296;1113;6;6
33;6118;1357;35;40
8;9632;223;30;23
51;10304;1477;28;5
29;3483;417;24;24
13;11105;247;27;43
24;1809;479;23;46
55;1330;0;49;35
38;4383;451;47;35
61;6153;1256;36;31
51;13370;1413;38;38
43;8135;986;3;27
34;13237;620;29;29
46;15848;0;20;16
11;12970;231;18;18
16;2463;246;46;46
28;11399;1463;37;37
19;5240;1504;19;19
21;11996;444;49;49
3;13705;199;6;15
45;6524;532;38;24
8;11884;238;40;49
19;5737;276;20;16
35;4873;1357;40;40
42;12727;1353;32;35
61;7240;1678;49;49
30;6993;0;14;14
51;8682;1293;40;35
15;15318;246;49;49
74;5374;0;12;12
12;7595;248;19;19
64;8093;0;7;7
34;5094;1501;3;3
47;631;1279;24;21
40;3888;1452;43;10
59;4718;1031;3;10
41;12016;0;26;26
49;5737;672;20;20
4;2378;211;7;18
14;11453;252;13;13
82;9463;0;14;4
64;8014;451;42;42
67;4611;0;4;4
1;8589;0;49;49
46;10277;1331;4;4
76;158;0;35;49
40;6832;1288;11;37
3;7430;207;46;44
49;11590;0;12;25
55;4225;0;38;38
7;6465;220;4;14
11;11424;225;25;47
79;7518;0;29;29
10;1440;229;10;10
11;7010;232;6;6
19;7222;0;24;21
43;5884;1355;14;14
15;2360;251;44;44
51;99;400;17;17
21;9665;296;15;15
23;15216;466;25;48
45;67;347;40;32
11;10210;234;6;42
45;12968;736;40;49
82;7958;0;17;17
18;4563;309;40;40
13;15255;251;31;31
15;660;253;26;26
94;8113;0;31;31
56;4005;0;36;31
28;1254;825;16;8
42;3470;0;12;12
7;10492;243;6;30
19;12286;264;25;48
32;13129;1213;12;12
76;2634;0;15;39
17;3003;251;49;49
10;250;241;50;45
26;9442;479;41;12
35;13262;983;40;49
16;5102;248;14;4
34;13620;1495;19;19
79;7533;0;36;49
49;1852;627;4;45
46;5953;1041;25;21
53;14160;1213;7;18
38;14575;1124;24;21
36;11137;341;6;6
19;7283;0;30;17
26;2467;1161;49;35
50;10949;612;36;47
36;10268;0;42;42
61;9193;0;2;2
3;8937;212;26;19
61;1110;1455;44;31
16;10526;252;24;24
50;6861;1516;14;29
56;15200;0;44;28
46;5525;1369;7;7
25;13583;0;16;20
38;14701;1366;23;46
45;12788;1535;10;10
12;9433;253;19;43
22;4519;290;24;24
1;14623;64;42;39
0;11137;54;17;17
65;5075;0;2;2
27;14531;658;50;45
44;5357;0;42;39
10;4603;236;49;49
10;5822;232;42;42
53;6992;410;48;48
17;9256;254;39;5
42;1563;1134;5;39
13;13625;246;38;7
15;7292;254;14;45
46;12259;0;2;2
61;7123;0;44;23
9;11020;241;13;13
20;6891;278;42;42
26;3535;661;38;21
28;6567;1616;38;16
44;14196;981;1;37
22;7549;858;3;10
48;13353;424;40;40
29;11786;618;14;4
4;7402;203;20;7
89;9307;0;32;32
34;10607;969;49;35
1;6336;169;33;33
21;13430;0;16;16
26;2531;1161;35;40
26;6657;1387;37;37
58;6385;0;7;7
2;9715;175;17;6
10;7414;233;19;11
30;3023;320;37;19
35;8748;1578;11;11
50;5291;515;18;18
62;7290;0;33;12
58;4540;613;18;50
41;2072;1365;23;23
48;4515;1213;25;41
1;8217;151;4;18
53;3851;0;29;29
71;169;0;18;18
13;2520;249;16;21
43;13397;417;21;16
14;14270;253;19;43
51;12251;1292;14;14
25;12956;584;42;42
51;6971;979;32;10
50;14930;0;19;43
34;2576;1369;20;21
43;14354;0;24;21
24;8283;0;20;16
31;9071;1253;49;40
43;12786;313;6;30
28;11946;0;36;31
13;1890;254;35;35
41;5976;0;43;43
52;8253;584;17;17
14;5011;252;41;31
22;4012;454;22;22
23;11985;282;46;46
20;5031;1435;46;23
2;1342;0;44;44
35;14509;1504;19;26
49;542;717;43;3
3;2705;205;38;21
52;957;0;36;47
17;5686;252;17;6
60;3664;0;3;10
11;14792;232;17;17
42;11748;1488;19;26
47;10924;1279;24;24
23;5487;299;40;35
10;1551;242;44;28
53;1809;524;34;46
52;8914;1443;37;11
1;424;82;36;36
51;13873;836;41;48
13;6598;248;31;47
7;2572;241;16;38
52;5816;658;18;18
66;2396;0;46;34
12;4353;246;35;40
76;8591;0;47;47
5;13254;201;46;23
1;9937;0;46;46
51;3869;1369;16;16
39;4358;0;21;21
9;3555;217;20;38
2;14431;0;29;9
1;4595;0;21;21
4;184;206;14;4
45;15653;524;30;30
30;2675;438;15;15
8;5009;237;38;24
61;10708;0;11;37
24;3247;285;17;15
41;9821;838;31;31
79;3208;0;21;24
46;13308;1171;32;10
51;11980;0;14;14
40;11933;469;27;27
45;599;0;6;6
40;6200;0;15;6
19;15661;1517;38;24
5;15012;193;29;26
19;3616;952;35;49
11;11256;222;22;23
35;14203;1366;20;20
56;5805;0;49;35
59;6027;1041;35;47
40;15242;508;49;40
55;8071;1516;40;40
37;13808;0;11;11
1;8197;0;32;10
19;7110;1319;32;3
33;12859;736;47;35
85;7409;0;17;17
43;6763;1495;11;11
30;6505;0;24;18
16;5031;251;46;2
48;8471;1516;24;38
43;11699;0;42;6
51;4300;965;47;49
36;3074;426;11;11
4;5538;200;40;40
44;15322;656;6;17
33;1557;0;35;35
19;4747;308;49;35
40;12699;1376;13;3
44;8078;1403;47;21
63;1963;0;26;19
20;8909;266;14;14
53;14328;0;9;29
86;5237;0;39;42
61;4113;0;42;39
20;14492;309;49;40
26;11872;1463;18;4
52;477;1158;24;21
47;8069;802;8;16
23;15882;1112;42;42
15;851;246;23;44
51;7108;1412;20;20
22;14104;1142;35;35
51;6610;1113;30;23
6;15139;233;18;18
44;12241;757;9;9
66;15369;0;21;38
21;3850;351;19;11
5;5580;207;20;38
2;8876;190;28;5
44;3922;1592;13;13
19;14102;306;20;20
59;10244;0;4;4
20;13977;262;29;29
41;9101;1028;9;9
58;10130;0;32;49
10;3405;245;14;14
26;9128;1306;15;39
5;10831;194;40;40
15;11283;253;11;11
50;9273;515;38;20
23;15783;269;30;17
44;15024;747;28;28
22;15208;270;49;35
48;14169;1028;14;14
12;7889;249;24;21
2;6603;94;46;44
2;11017;183;13;40
78;3710;0;32;35
29;9737;417;47;45
27;6596;1402;6;30
37;11483;1638;36;40
50;10152;427;50;14
38;13667;389;42;39
60;14626;1320;21;21
20;9352;274;24;38
18;7785;0;26;19
61;4657;0;46;46
48;7798;757;14;10
13;12019;249;21;38
57;1075;0;26;19
50;9865;1516;21;24
10;7517;230;42;42
14;952;247;49;49
49;10595;440;30;6
40;13076;362;5;28
20;14478;300;10;10
42;7243;1488;19;19
35;8316;1391;21;21
0;4455;0;12;25
38;13205;1142;13;3
35;15243;1161;40;40
19;14023;300;42;5
43;2490;1421;47;36
0;9299;23;46;2
34;9903;0;23;34
16;14085;246;16;7
0;14390;0;29;14
59;5474;0;38;25
19;9374;297;27;3
70;1662;0;6;30
11;9784;229;35;49
19;15160;0;16;7
45;171;695;32;10
33;10667;784;33;33
1;1814;0;28;2
35;1390;1200;13;27
45;5031;747;2;46
22;4002;1488;11;37
48;6966;1213;12;48
14;1097;246;49;49
30;3665;389;39;39
39;5302;0;25;25
3;12780;208;42;39
44;14957;485;3;13
29;1384;996;46;23
6;14889;229;32;10
17;7453;246;44;23
72;3709;0;19;19
70;5307;0;27;43
40;493;736;35;49
0;11091;129;4;4
38;6008;1182;17;6
0;3058;110;27;27
1;5959;0;49;35
18;5407;0;47;35
39;6332;882;22;22
3;6782;207;7;16
42;12791;0;38;16
21;94;282;31;36
39;1354;1200;27;27
12;5484;246;49;40
3;9914;215;46;23
31;8539;0;33;28
42;7728;0;47;4
3;13039;200;21;38
48;5980;1425;37;11
29;8619;0;3;43
12;5718;248;32;49
25;1766;417;7;18
47;7297;0;5;5
50;7998;1223;4;4
13;14569;246;10;10
28;3794;1622;24;21
44;6670;782;4;4
34;1789;0;47;47
18;2716;0;21;48
47;12342;1067;23;46
39;2435;1041;45;14
31;7766;0;21;21
45;15493;1113;6;6
68;9799;0;6;30
49;8145;1488;37;19
59;15192;0;14;29
5;5725;0;21;24
1;15344;0;36;36
21;12442;267;10;29
36;6113;1518;24;21
33;7396;389;42;15
5;9942;211;19;9
58;15176;0;25;48
18;9634;269;6;6
28;261;1223;7;7
41;8744;0;4;35
23;6147;1488;19;43
30;5450;1113;39;42
21;8430;302;6;6
21;10739;271;38;21
48;4210;438;15;39
41;13322;1223;14;4
56;7146;451;6;6
49;14112;1134;5;23
41;15682;539;41;47
76;2805;0;14;29
12;546;246;19;11
19;2868;1603;16;18
4;13187;196;20;20
38;8095;1143;38;8
48;2179;1678;40;40
17;12392;253;29;26
28;3512;671;18;24
8;4670;238;19;37
36;3558;0;26;43
41;6150;404;11;11
42;299;493;26;43
48;1983;764;2;46
53;7087;1366;30;17
63;3382;0;44;23
58;3751;0;6;6
39;15494;1488;21;21
49;9765;1357;4;45
26;15771;1659;19;26
79;6438;0;6;42
56;5773;1399;12;25
15;8923;254;29;14
56;13139;599;17;30
28;14023;0;42;42
61;2100;0;42;6
12;7655;254;26;26
40;10208;1488;31;36
2;2271;0;3;10
7;13188;245;14;45
37;9800;777;38;8
36;12383;0;39;42
49;2140;1245;35;35
44;12596;1648;37;37
64;582;0;9;9
32;2769;1320;38;21
43;1157;479;46;46
10;9885;228;9;26
8;9014;222;22;22
18;1954;1041;4;47
42;13577;1028;9;26
54;15478;936;28;28
19;11051;276;21;38
72;5677;0;30;34
33;6604;1369;32;49
47;6870;0;35;40
28;8835;1041;4;14
20;8098;255;36;31
5;5141;0;24;24
2;10040;76;21;21
16;1404;252;43;43
55;1882;0;29;26
40;14402;1084;15;6
55;3610;717;10;43
51;3403;1213;16;20
45;14790;0;38;16
52;985;425;31;31
12;892;246;35;40
21;4800;279;49;35
50;1972;0;43;26
58;12702;0;40;49
6;5621;225;16;38
18;974;1288;11;19
12;3231;249;21;20
2;14355;8;14;14
40;7139;1369;24;21
7;10582;219;17;17
59;15185;664;35;49
28;15767;1134;42;42
24;5833;0;12;12
19;3669;0;10;10
13;2855;252;11;11
3;11317;193;11;19
44;10037;705;38;38
50;1043;996;2;2
38;324;1140;17;17
18;11668;289;20;20
49;8558;1488;19;26
46;5911;1463;19;37
28;4892;736;47;4
25;2254;1307;40;49
42;1171;834;5;44
30;7485;1369;24;24
38;536;682;20;21
48;11360;711;6;42
40;14120;547;49;40
21;14978;0;13;10
28;7467;556;18;18
47;2913;498;10;10
78;3720;0;21;24
8;10281;241;38;20
12;13581;254;20;7
11;8739;230;42;6
36;15422;0;24;7
43;5747;0;10;29
69;11401;0;14;50
19;7743;269;12;48
49;4719;1603;38;24
31;2284;764;34;46
74;5794;0;43;3
46;14198;836;21;21
66;10354;0;3;10
17;13492;251;6;15
20;8850;0;10;9
19;13492;290;6;17
59;4771;1091;2;2
7;8627;232;6;6
70;9195;0;47;47
52;5019;497;6;42
50;7935;341;6;6
49;9736;0;17;17
47;5026;1194;17;30
85;12490;0;28;28
24;6802;0;32;35
20;38;612;49;40
31;3796;1223;50;14
74;14725;0;3;10
2;9859;0;32;32
36;579;0;4;4
0;15225;0;26;11
16;13479;246;30;22
55;11950;0;19;19
17;15181;248;38;7
47;11775;1307;25;25
45;9924;0;10;10
4;9513;193;9;29
37;14507;1494;43;1
9;15530;229;40;40
18;11932;0;24;38
79;8;0;32;40
25;10680;732;6;6
62;4282;0;42;42
70;7584;0;36;49
40;3880;1647;45;14
24;14332;279;47;47
33;604;0;40;40
59;3672;0;31;31
23;15218;272;20;38
46;9512;1125;8;16
25;12033;413;13;32
29;8310;548;47;25
58;713;1021;24;38
75;10483;0;14;14
11;11353;245;49;49
74;7555;0;49;49
9;10485;224;27;3
19;10909;0;20;8
42;9960;475;15;42
41;12048;1683;26;19
29;9901;1516;9;29
26;2302;0;49;40
28;14450;0;33;12
34;10077;0;46;34
39;6708;1683;43;1
30;8133;1332;27;43
46;8752;1320;25;25
57;4170;0;12;48
18;12200;0;34;46
64;12265;479;46;2
3;10582;216;30;17
38;7208;1331;35;4
46;5284;0;21;21
11;120;231;34;34
39;3088;616;49;49
12;8194;253;37;26
55;1634;694;8;38
27;11499;0;45;45
10;392;238;20;7
38;4742;1369;21;21
6;12755;219;23;23
20;13041;268;6;15
26;5163;1357;49;35
30;10803;313;17;17
53;6093;1644;42;42
45;8286;713;14;14
23;12266;0;39;42
44;7863;0;5;5
17;5127;253;11;26
18;15762;294;10;10
31;14010;410;20;38
48;12432;0;35;47
33;6760;1113;42;42
40;10510;0;6;17
43;728;0;40;35
71;457;0;24;38
53;13222;0;4;4
24;13195;1488;26;26
53;12414;635;7;18
71;13891;0;46;23
51;165;1155;24;21
59;6516;515;20;21
65;2142;0;2;46
32;13230;515;18;18
64;4804;879;42;39
33;10146;444;13;13
40;2298;1134;39;39
11;15006;237;39;42
37;14975;318;5;42
46;5917;983;13;13
8;11347;228;19;37
51;8666;1180;39;42
13;1523;252;21;20
41;3460;384;10;3
50;7069;0;43;43
4;5044;205;38;20
29;13665;451;42;39
43;3958;1051;24;21
18;9362;305;25;12
18;4451;260;17;17
26;3881;1148;16;38
20;4077;282;31;31
11;2473;232;39;42
22;4575;270;32;35
74;1832;0;39;15
37;15113;0;41;12
58;8239;425;40;40
40;2174;804;49;49
49;13283;582;41;31
12;12386;248;32;13
48;10699;447;19;19
45;14338;1161;49;49
42;13617;747;28;28
32;1555;433;37;11
35;1028;1413;35;35
22;8280;273;23;30
11;2979;242;20;20
5;13979;199;15;15
78;8995;0;3;3
10;2066;229;10;3
78;1334;0;39;15
10;7415;231;40;35
53;6893;1182;6;17
44;6359;950;2;30
42;14555;1516;5;5
2;5252;0;42;42
65;5483;0;39;5
0;12128;0;42;5
49;14437;1369;21;21
44;8273;983;49;49
5;15138;216;7;7
9;8881;240;42;5
48;14540;460;37;37
37;14410;415;11;11
1;7307;26;38;21
1;8258;120;17;17
13;9603;254;4;45
17;2740;250;12;48
21;2579;291;40;35
44;2463;1688;2;46
79;6036;0;49;49
14;3428;251;39;6
50;982;0;42;42
22;14332;296;4;4
44;7669;758;36;49
21;11526;0;49;49
46;4101;1306;15;15
48;1410;367;17;17
22;14036;1078;36;36
75;15915;0;46;46
73;6409;0;38;16
0;6239;35;17;6
48;3204;1329;38;24
45;8978;804;50;45
20;14718;260;30;23
1;3260;76;24;24
17;7211;246;43;43
19;2320;0;21;48
88;12490;0;28;12
37;5064;1466;34;22
7;7112;231;46;34
43;9560;0;40;40
73;15925;0;21;21
7;12881;225;35;40
31;5782;0;33;33
42;1452;0;32;13
24;7378;0;50;14
59;3144;0;40;49
11;4568;231;46;34
62;1090;701;18;7
11;11824;224;45;14
18;8974;0;21;47
65;14714;0;26;26
52;11461;0;42;6
20;13856;1461;12;25
48;6466;448;13;40
9;1448;223;2;44
36;8892;764;42;39
7;11183;232;39;15
34;526;438;15;39
36;6660;707;20;8
57;13314;1355;18;50
50;6079;1400;49;40
40;3506;1562;25;25
4;10623;195;40;49
52;6739;1402;39;42
1;11173;61;8;38
44;9665;536;39;15
8;10602;229;41;48
48;12530;579;47;41
57;14113;0;4;4
28;4652;0;41;41
17;2215;251;2;23
18;11281;262;3;3
33;5356;0;7;7
50;14285;983;49;49
7;3476;232;6;6
11;5783;229;7;20
14;10031;250;31;47
13;12290;254;49;49
61;6664;460;26;11
22;542;272;43;3
34;5642;495;49;35
16;15073;252;37;11
8;7968;234;15;17
42;3940;0;17;17
73;9052;0;16;21
27;12109;1664;32;49
27;15230;914;12;41
38;13004;0;49;35
31;13269;558;47;45
4;228;210;41;41
65;12563;0;24;7
40;4752;612;47;49
32;1693;1165;45;4
22;9258;511;12;48
50;6513;1213;41;41
24;13390;275;20;21
31;14649;1253;14;14
44;10267;1516;35;49
52;9949;0;44;46
23;2325;1377;3;3
66;8598;0;46;23
40;10726;1207;6;15
34;7032;765;31;44
37;8065;1080;6;17
13;3866;246;23;23
15;721;249;4;14
73;15579;0;4;45
11;11949;236;40;40
50;792;1366;46;46
60;9084;0;37;37
21;15663;1028;9;9
38;12120;1019;24;24
13;2151;250;41;25
4;9998;194;35;40
61;2369;0;11;26
15;1945;252;50;14
14;9534;251;15;15
12;5647;249;2;5
52;9812;573;6;6
19;9109;0;21;21
8;2322;219;17;17
24;12334;283;31;36
27;6645;383;48;25
22;12306;1488;9;26
7;5725;224;24;18
16;216;252;1;1
17;9641;248;27;43
23;13360;282;17;17
10;6093;243;42;6
51;10243;1021;7;20
11;15295;223;33;33
2;9812;130;6;6
30;9592;584;42;42
18;7141;0;14;14
19;14104;270;40;35
53;3711;0;46;34
7;15684;234;42;39
